"title,""jenis_bentuk_peraturan"",""pemrakarsa"",""nomor"",""tahun"",""tentang"",""tempat_penetapan"",""ditetapkan_tanggal"",""pejabat_yang_menetapkan"",""status"",""dokumen_peraturan"",""jumlah_dilihat"",""jumlah_didownload"",""tahun_pengundangan"",""nomor_pengundangan"",""nomor_tambahan"",""tanggal_pengundangan"",""pejabat_pengundangan"""																									
"Peraturan Arsip Nasional Nomor 17 Tahun 2014,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""17"",""2014"",""STANDARISASI HARGA SATUAN PERENCANAAN BARANG YANG BERLAKU DI LINGKUNGAN ARSIP NASIONAL REPUBLIK INDONESIA TAHUN ANGGARAN 2015"",""Jakarta"",""16 September 2014"","""",""Berlaku"",""https://peraturan.go.idundefined"",""4623"",""1"",""2014"",""1729"",""17"",""17 Oktober 2014"","""""																									
"Peraturan Arsip Nasional Nomor 18 Tahun 2014,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""18"",""2014"",""DESAIN PENYELENGGARAAN SISTEM PENGENDALIAN INTERN PEMERINTAH DI LINGKUNGAN ARSIP NASIONAL REPUBLIK INDONESIA"",""Jakarta"",""13 Oktober 2014"","""",""Berlaku"",""https://peraturan.go.idundefined"",""10022"",""1"",""2014"",""1730"",""18"",""17 Oktober 2014"","""""																									
"Peraturan Arsip Nasional Nomor 20 Tahun 2014,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""20"",""2014"",""PEDOMAN RETENSI ARSIP SEKTOR PEREKONOMIAN URUSAN KOMUNIKASI DAN INFORMATIKA"",""Jakarta"",""01 Desember 2014"","""",""Berlaku"",""https://peraturan.go.idundefined"",""6118"",""1"",""2014"",""2088"",""20"",""31 Desember 2014"","""""																									
"Peraturan Arsip Nasional Nomor 7 Tahun 2014,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""7"",""2014"",""PEDOMAN RETENSI ARSIP SEKTOR PEREKONOMIAN URUSAN PENANAMAN MODAL"",""Jakarta"",""08 Mei 2014"","""",""Berlaku"",""https://peraturan.go.idundefined"",""4582"",""1"",""2014"",""662"",""7"",""19 Mei 2014"","""""																									
"Peraturan Badan Meteorologi,Klimatologi,dan Geofisika Nomor 18 Tahun 2014,""PERATURAN BADAN/LEMBAGA"",""BADAN METEOROLOGI,KLIMATOLOGI,DAN GEOFISIKA"",""18"",""2014"",""JADWAL RETENSI ARSIP FASILITATIF KEUANGAN DAN KEPEGAWAIAN BADAN METEOROLOGI, KLIMATOLOGI, DAN GEOFISIKA"",""Jakarta"",""15 Oktober 2014"","""",""Berlaku"",""https://peraturan.go.idundefined"",""5295"",""1"",""2014"",""1612"",""18"",""17 Oktober 2014"","""""																									
"Peraturan Badan Narkotika Nasional Nomor 7 Tahun 2014,""PERATURAN BADAN/LEMBAGA"",""BADAN NARKOTIKA NASIONAL"",""7"",""2014"",""PEDOMAN KEARSIPAN DINAMIS BADAN NARKOTIKA NASIONAL"",""Jakarta"",""28 Maret 2014"","""",""Berlaku"",""https://peraturan.go.idundefined"",""9710"",""1"",""2014"",""505"",""7"",""17 April 2014"","""""																									
"Peraturan Badan Narkotika Nasional Nomor 8 Tahun 2014,""PERATURAN BADAN/LEMBAGA"",""BADAN NARKOTIKA NASIONAL"",""8"",""2014"",""JADWAL RETENSI ARSIP KEUANGAN"",""Jakarta"",""15 April 2014"","""",""Berlaku"",""https://peraturan.go.idundefined"",""3353"","""",""2014"",""506"",""8"",""17 April 2014"","""""																									
"Peraturan Badan Pengawas Pemilihan Umum Nomor 21 Tahun 2014,""PERATURAN BADAN/LEMBAGA"",""BADAN PENGAWAS PEMILIHAN UMUM"",""21"",""2014"",""JADWAL RETENSI ARSIP DI LINGKUNGAN BADAN PENGAWAS PEMILIHAN UMUM"",""Jakarta"",""04 Desember 2014"","""",""Berlaku"",""https://peraturan.go.idundefined"",""6405"",""1"",""2014"",""1869"",""21"",""05 Desember 2014"","""""																									
"Peraturan Arsip Nasional Nomor 5 Tahun 2014,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""5"",""2014"",""PETUNJUK PELAKSANAAN PEMILIHAN ARSIPARIS TELADAN DI LINGKUNGAN ARSIP NASIONAL REPUBLIK INDONESIA TAHUN 2014"",""Jakarta"",""11 April 2014"","""",""Berlaku"",""https://peraturan.go.idundefined"",""9216"",""1"",""2014"",""660"",""5"",""19 Mei 2014"","""""																									
"Peraturan Arsip Nasional Nomor 9 Tahun 2014,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""9"",""2014"",""PEDOMAN RETENSI ARSIP SEKTOR PEREKONOMIAN URUSAN PERINDUSTRIAN"",""Jakarta"",""08 Mei 2014"","""",""Berlaku"",""https://peraturan.go.idundefined"",""5818"",""1"",""2014"",""664"",""9"",""19 Mei 2014"","""""																									
"Peraturan Arsip Nasional Nomor 6 Tahun 2014,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""6"",""2014"",""PEDOMAN RETENSI ARSIP SEKTOR PEREKONOMIAN URUSAN KELAUTAN DAN PERIKANAN"",""Jakarta"",""08 Mei 2014"","""",""Berlaku"",""https://peraturan.go.idundefined"",""1129"",""1"",""2014"",""661"",""6"",""19 Mei 2014"","""""																									
"Peraturan Pusat Pelaporan dan Analisis Transaksi Keuangan Nomor PER06/1.01/PPATK/06/14 Tahun 2014,""PERATURAN BADAN/LEMBAGA"",""PUSAT PELAPORAN DAN ANALISIS TRANSAKSI KEUANGAN"",""PER06/1.01/PPATK/06/14"",""2014"",""JADWAL RETENSI ARSIP PADA PUSAT PELAPORAN DAN ANALISIS TRANSAKSI KEUANGAN"",""Jakarta"",""30 Juni 2014"","""",""Berlaku"",""https://peraturan.go.idundefined"",""7552"",""1"",""2014"",""1124"",""PER06/1.01/PPATK/06/14"",""13 Agustus 2014"","""""																									
"Peraturan Arsip Nasional Nomor 19 Tahun 2014,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""19"",""2014"",""PEDOMAN RETENSI ARSIP SEKTOR KESEJAHTERAAN RAKYAT URUSAN PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK"",""Jakarta"",""01 Desember 2014"","""",""Berlaku"",""https://peraturan.go.idundefined"",""980"",""1"",""2014"",""2087"",""19"",""31 Desember 2014"","""""																									
"Peraturan Arsip Nasional Nomor 8 Tahun 2014,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""8"",""2014"",""PEDOMAN RETENSI ARSIP SEKTOR PEREKONOMIAN URUSAN LINGKUNGAN HIDUP"",""Jakarta"","""","""",""Berlaku"",""https://peraturan.go.id/files/bn663-2014.pdf"",""6989"",""123"",""2014"",""663"",""8"",""01 Januari 1970"","""""																									
"Peraturan Arsip Nasional Nomor 23 Tahun 2014,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""23"",""2014"",""PELAKSANAAN KEGIATAN DANA DEKONSENTRASI ARSIP NASIONAL REPUBLIK INDONESIA TAHUN ANGGARAN 2015"",""Jakarta"",""01 Desember 2014"","""",""Berlaku"",""https://peraturan.go.id/files/bn2089-2014.pdf"",""6236"",""158"",""2014"",""2089"",""23"",""31 Desember 2014"","""""																									
"Peraturan Arsip Nasional Nomor 22 Tahun 2014,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""22"",""2014"",""PEDOMAN RETENSI ARSIP SEKTOR POLITIK HUKUM DAN KEAMANAN URUSAN HUKUM"",""Jakarta"",""01 Desember 2014"","""",""Berlaku"",""https://peraturan.go.id/files/bn2111-2014.pdf"",""2882"",""140"",""2014"",""2111"",""22"",""31 Desember 2014"","""""																									
"Peraturan Arsip Nasional Nomor 21 Tahun 2014,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""21"",""2014"",""PEDOMAN RETENSI ARSIP SEKTOR POLITIK HUKUM DAN KEAMANAN URUSAN HUKUM"",""Jakarta"",""01 Desember 2014"","""",""Berlaku"",""https://peraturan.go.idundefined"",""2830"",""8"",""2015"",""1383"",""21"",""16 September 2015"","""""																									
"Peraturan Daerah Provinsi Sumatera Selatan Nomor 18 Tahun 2014,""PERATURAN DAERAH"",""PROVINSI SUMATERA SELATAN"",""18"",""2014"",""PENYELENGGARAAN KEARSIPAN"","""",""16 Oktober 2014"","""",""Berlaku"",""https://peraturan.go.idundefined"",""1213"",""6"",""2014"",""18"",""18"",""16 Oktober 2014"","""""																									
"Peraturan Daerah Provinsi Banten Nomor 4 Tahun 2014,""PERATURAN DAERAH"",""PROVINSI BANTEN"",""4"",""2014"",""Penyelenggaraan Kearsipan"","""","""","""",""Berlaku"",""https://peraturan.go.idundefined"",""4650"",""5"","""",""4"",""4"",""01 Januari 1970"","""""																									
"Peraturan Pemerintah Nomor 63 Tahun 2014,""PERATURAN PEMERINTAH"",""PEMERINTAH PUSAT"",""63"",""2014"",""JENIS DAN TARIF ATAS JENIS PENERIMAAN NEGARA BUKAN PAJAK YANG BERLAKU PADA ARSIP NASIONAL REPUBLIK INDONESIA"",""Jakarta"",""23 Juli 2014"","""",""Tidak Berlaku Dicabut Oleh :Peraturan Pemerintah Nomor 53 Tahun 2019 Tentang Jenis dan Tarif Atas Jenis Penerimaan Negara Bukan Pajak yang Berlaku Pada Arsip Nasional Republik IndonesiaPeraturan Pemerintah Nomor 53 Tahun 2019 Tentang Jenis dan Tarif Atas Jenis Penerimaan Negara Bukan Pajak yang Berlaku Pada Arsip Nasional Republik Indonesia"",""https://peraturan.go.id/files/pp63-2014bt.pdf"",""10101"",""270"",""2014"",""175"",""63"",""23 Juli 2014"","""""																									
"Peraturan Menteri Perhubungan Nomor PM.94 Tahun 2013,""PERATURAN MENTERI"",""KEMENTERIAN PERHUBUNGAN"",""PM.94"",""2013"",""PEDOMAN PENYUSUTAN ARSIP DI LINGKUNGAN KEMENTERIAN PERHUBUNGAN"",""Jakarta"",""10 Desember 2013"","""",""Berlaku"",""https://peraturan.go.id/files/bn1499-2013.pdf"",""6030"",""141"",""2013"",""1499"",""PM.94"",""13 Desember 2013"","""""																									
"Peraturan Menteri Sosial Nomor 11 Tahun 2013,""PERATURAN MENTERI"",""KEMENTERIAN SOSIAL"",""11"",""2013"",""JADWAL RETENSI ARSIP DI LINGKUNGAN KEMENTERIAN SOSIAL"",""Jakarta"",""25 September 2013"",""SALIM SEGAF AL JUFRI"",""Berlaku"",""https://peraturan.go.id/files/bn1211-2013.pdf"",""9854"",""56"",""2013"",""1211"",""11"",""16 Oktober 2013"","""""																									
"Peraturan Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi Nomor 41 Tahun 2013,""PERATURAN MENTERI"",""KEMENTERIAN PENDAYAGUNAAN APARATUR NEGARA DAN REFORMASI BIROKRASI"",""41"",""2013"",""JADWAL RETENSI ARSIP KEUANGAN DI LINGKUNGAN KEMENTERIAN PENDAYAGUNAAN APARATUR NEGARA DAN REFORMASI BIROKRASI REPUBLIK INDONESIA"",""Jakarta"",""18 Oktober 2013"","""",""Berlaku"",""https://peraturan.go.id/files/bn1561-2013.pdf"",""616"",""120"",""2013"",""1561"",""41"",""30 Desember 2013"","""""																									
"Peraturan Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi Nomor 42 Tahun 2013,""PERATURAN MENTERI"",""KEMENTERIAN PENDAYAGUNAAN APARATUR NEGARA DAN REFORMASI BIROKRASI"",""42"",""2013"",""JADWAL RETENSI ARSIP KEPEGAWAIAN PEGAWAI NEGERI SIPIL DAN PEJABAT NEGARA DI LINGKUNGAN KEMENTERIAN PENDAYAGUNAAN APARATUR NEGARA DAN REFORMASI BIROKRASI REPUBLIK INDONESIA"",""Jakarta"",""28 Oktober 2013"","""",""Berlaku"",""https://peraturan.go.id/files/bn1562-2013.pdf"",""553"",""128"",""2013"",""1562"",""42"",""30 Desember 2013"","""""																									
"Peraturan Menteri Energi Dan Sumber Daya Mineral Nomor 26 Tahun 2013,""PERATURAN MENTERI"",""KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL"",""26"",""2013"",""JADWAL RETENSI ARSIP KEUANGAN KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL"",""Jakarta"",""05 September 2013"","""","""",""https://peraturan.go.id/files/bn1099-2013.pdf"",""6365"",""132"",""2013"",""1099"",""26"",""05 September 2013"","""""																									
"Peraturan Menteri Kehutanan Nomor P.33/MENHUT-II/2013 Tahun 2013,""PERATURAN MENTERI"",""KEMENTERIAN KEHUTANAN"",""P.33/MENHUT-II/2013"",""2013"",""JADWAL RETENSI ARSIP KEUANGAN KEMENTERIAN KEHUTANAN"",""Jakarta"",""25 Juni 2013"","""",""Tidak Berlaku Dicabut Oleh :Peraturan Menteri Lingkungan Hidup dan Kehutanan Nomor P.24/MENLHK/SETJEN/KUM.1/4/2017 Tahun 2017 Tentang Jadwal Retensi Arsip Keuangan  Kementerian Lingkungan Hidup dan Kehutanan"",""https://peraturan.go.id/files/bn888-2013.pdf"",""4606"",""136"",""2013"",""888"",""P.33/MENHUT-II/2013"",""05 Juli 2013"","""""																									
"Peraturan Menteri Kehutanan Nomor P.35/MENHUT-II/2013 Tahun 2013,""PERATURAN MENTERI"",""KEMENTERIAN KEHUTANAN"",""P.35/MENHUT-II/2013"",""2013"",""PETUNJUK TEKNIS JABATAN FUNGSIONAL ARSIPARIS DAN ANGKA KREDITNYA LINGKUP KEMENTERIAN KEHUTANAN"",""Jakarta"",""03 Juli 2013"","""",""Berlaku"",""https://peraturan.go.id/files/bn910-2013.pdf"",""3479"",""288"",""2013"",""910"",""P.35/MENHUT-II/2013"",""09 Juli 2013"","""""																									
"Peraturan Menteri Hukum dan Hak Asasi Manusia Nomor 4 Tahun 2013,""PERATURAN MENTERI"",""KEMENTERIAN HUKUM DAN HAK ASASI MANUSIA"",""4"",""2013"",""SISTEM KLASIFIKASI KEAMANAN ARSIP DINAMIS DAN HAK AKSES ARSIP DINAMIS DI LINGKUNGAN KEMENTERIAN HUKUM DAN HAK ASASI MANUSIA"",""Jakarta"",""15 Februari 2013"",""AMIR SYAMSUDIN"",""Berlaku"",""https://peraturan.go.id/files/bn290-2013.pdf"",""6077"",""312"",""2013"",""290"",""4"",""15 Februari 2013"","""""																									
"Peraturan Menteri Hukum dan Hak Asasi Manusia Nomor 35 Tahun 2013,""PERATURAN MENTERI"",""KEMENTERIAN HUKUM DAN HAK ASASI MANUSIA"",""35"",""2013"",""JADWAL RETENSI ARSIP DAN PROSEDUR PENYUSUTAN ARSIP DI LINGKUNGAN KEMENTERIAN HUKUM DAN HAK ASASI MANUSIA"",""Jakarta"",""31 Desember 2013"",""AMIR SYAMSUDIN"",""Berlaku"",""https://peraturan.go.id/files/bn107-2014.pdf"",""8104"",""681"",""2014"",""107"",""35"",""22 Januari 2014"","""""																									
"Peraturan Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi Nomor 43 Tahun 2013,""PERATURAN MENTERI"",""KEMENTERIAN PENDAYAGUNAAN APARATUR NEGARA DAN REFORMASI BIROKRASI"",""43"",""2013"",""JADWAL RETENSI ARSIP FASILITATIF NON KEUANGAN DAN NON KEPEGAWAIAN DI LINGKUNGAN KEMENTERIAN PENDAYAGUNAAN APARATUR NEGARA DAN REFORMASI BIROKRASI"",""Jakarta"",""05 Februari 2014"","""",""Berlaku"",""https://peraturan.go.idundefined"",""4017"",""1"",""2014"",""180"",""43"",""06 Februari 2014"","""""																									
"Peraturan Komisi Pemilihan Umum Nomor 18 Tahun 2013,""PERATURAN BADAN/LEMBAGA"",""KOMISI PEMILIHAN UMUM"",""18"",""2013"",""JADWAL RETENSI ARSIP SUBSTANTIF DAN FASILITATIF NON KEPEGAWAIAN DAN NON KEUANGAN KOMISI PEMILIHAN UMUM"",""Jakarta"",""26 September 2013"","""",""Tidak Berlaku Dicabut Oleh :Peraturan Komisi Pemilihan Umum Nomor 17 Tahun 2016 Tentang Jadwal Retensi Arsip Substantif dan Fasilitatif Non Kepegawaian dan Non Keuangan Komisi Pemilihan Umum"",""https://peraturan.go.id/files/bn1185-2013.pdf"",""10176"",""129"",""2013"",""1185"",""18"",""02 Oktober 2013"","""""																									
"Peraturan Badan Tenaga Nuklir Nasional Nomor 230/KA/XII/2012 Tahun 2013,""PERATURAN BADAN/LEMBAGA"",""BADAN TENAGA NUKLIR NASIONAL"",""230/KA/XII/2012"",""2013"",""PEDOMAN TATA KEARSIPAN, DAN KODE KLASIFIKASI"",""Jakarta"",""27 Desember 2012"","""",""Berlaku"",""https://peraturan.go.id/files/bn660-2013.pdf"",""3846"",""118"",""2013"",""660"",""230/KA/XII/2012"",""01 Mei 2013"","""""																									
"Peraturan Badan Narkotika Nasional Nomor 5 Tahun 2013,""PERATURAN BADAN/LEMBAGA"",""BADAN NARKOTIKA NASIONAL"",""5"",""2013"",""JADWAL RETENSI ARSIP FASILITATIF NON KEUANGAN DAN NON KEPEGAWAIAN"",""Jakarta"",""07 November 2013"","""",""Berlaku"",""https://peraturan.go.id/files/bn1372-2013.pdf"",""6179"",""152"",""2013"",""1372"",""5"",""20 November 2013"","""""																									
"Peraturan Kepala Badan Pusat Statistik Nomor 63 Tahun 2013,""PERATURAN BADAN/LEMBAGA"",""BADAN PUSAT STATISTIK"",""63"",""2013"",""JADWAL RETENSI ARSIP KEUANGAN BADAN PUSAT STATISTIK"",""Jakarta"",""04 Desember 2013"","""",""Tidak Berlaku Dicabut Oleh :Peraturan Kepala Badan Pusat Statistik Nomor 1 Tahun 2019 Tentang Jadwal Retensi Arsip Badan Pusat Statistik"",""https://peraturan.go.id/files/bn1430-2013.pdf"",""3901"",""160"",""2013"",""1430"",""63"",""09 Desember 2013"","""""																									
"Peraturan Arsip Nasional Nomor 1 Tahun 2013,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""1"",""2013"",""PEDOMAN RETENSI ARSIP SEKTOR PEREKONOMIAN URUSAN PERTANIAN"",""Jakarta"",""22 Januari 2013"","""",""Berlaku"",""https://peraturan.go.id/files/bn1275-2013.pdf"",""5291"",""116"",""2013"",""1275"",""1"",""01 November 2013"","""""																									
"Peraturan Arsip Nasional Nomor 2 Tahun 2013,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""2"",""2013"",""PEDOMAN RETENSI ARSIP SEKTOR PEREKONOMIAN URUSAN PERDAGANGAN"",""Jakarta"",""22 Januari 2013"","""",""Berlaku"",""https://peraturan.go.id/files/bn1276-2013.pdf"",""5464"",""149"",""2013"",""1276"",""2"",""01 November 2013"","""""																									
"Peraturan Arsip Nasional Nomor 3 Tahun 2013,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""3"",""2013"",""PEDOMAN RETENSI ARSIP SEKTOR PEREKONOMIAN URUSAN PERHUBUNGAN"",""Jakarta"",""22 Januari 2013"","""",""Berlaku"",""https://peraturan.go.id/files/bn1277-2013.pdf"",""1268"",""125"",""2013"",""1277"",""3"",""01 November 2013"","""""																									
"Peraturan Arsip Nasional Nomor 4 Tahun 2013,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""4"",""2013"",""LOGO DAN SLOGAN JARINGAN INFORMASI KEARSIPAN NASIONAL"",""Jakarta"",""15 Februari 2013"","""",""Berlaku"",""https://peraturan.go.id/files/bn569-2013.pdf"",""9196"",""138"",""2013"",""569"",""4"",""12 April 2013"","""""																									
"Peraturan Arsip Nasional Nomor 5 Tahun 2013,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""5"",""2013"",""PERUBAHAN ATAS PERATURAN KEPALA ARSIP NASIONAL REPUBLIK INDONESIA NOMOR 07 TAHUN 2012 TENTANG PETUNJUK PELAKSANAAN PEMBERIAN TUNJANGAN KINERJA PEGAWAI DI LINGKUNGAN ARSIP NASIONAL REPUBLIK INDONESIA"",""Jakarta"",""13 Maret 2013"","""",""Berlaku"",""https://peraturan.go.id/files/bn570-2013.pdf"",""2053"",""138"",""2013"",""570"",""5"",""12 April 2013"","""""																									
"Peraturan Arsip Nasional Nomor 6 Tahun 2013,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""6"",""2013"",""PEDOMAN RETENSI ARSIP KEUANGAN"",""Jakarta"",""28 Maret 2013"","""",""Berlaku"",""https://peraturan.go.id/files/bn622-2013.pdf"",""2646"",""186"",""2013"",""622"",""6"",""18 April 2013"","""""																									
"Peraturan Badan Nasional Penanggulangan Bencana Nomor 2 Tahun 2013,""PERATURAN BADAN/LEMBAGA"",""BADAN NASIONAL PENANGGULANGAN BENCANA"",""2"",""2013"",""PEDOMAN PENYUSUTAN ARSIP DI LINGKUNGAN BADAN NASIONAL PENANGGULANGAN BENCANA"",""Jakarta"","""","""",""Berlaku"",""https://peraturan.go.id/files/bn1173-2013.pdf"",""7495"",""157"",""2013"",""1173"",""2"",""30 September 2013"","""""																									
"Peraturan Arsip Nasional Nomor 12 Tahun 2013,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""12"",""2013"",""PETUNJUK PELAKSANAAN PENGELOLAAN ANGGARAN PENDAPATAN DAN BELANJA NEGARA PADA ARSIP NASIONAL REPUBLIK INDONESIA"",""Jakarta"",""30 Desember 2013"","""",""Berlaku"",""https://peraturan.go.idundefined"",""9408"",""7"",""2014"",""657"",""12"",""19 Mei 2014"","""""																									
"Peraturan Daerah Kabupaten Tanjung Jabung Timur Nomor 15 Tahun 2013,""PERATURAN DAERAH"",""KABUPATEN TANJUNG JABUNG TIMUR"",""15"",""2013"",""PENYELENGGARAAN KEARSIPAN  DI LINGKUNGAN PEMERINTAH KABUPATEN TANJUNG JABUNG TIMUR"","""","""","""",""Berlaku"",""https://peraturan.go.idundefined"",""2635"","""","""","""",""15"","""","""""																									
"Peraturan Daerah Kabupaten Garut Nomor 6 Tahun 2013,""PERATURAN DAERAH"",""KABUPATEN GARUT"",""6"",""2013"",""PENYELENGGARAAN KEARSIPAN"","""","""","""",""Berlaku"",""https://peraturan.go.idundefined"",""6074"",""7"","""","""",""6"","""","""""																									
"Peraturan Daerah Kabupaten Badung Nomor 22 Tahun 2013,""PERATURAN DAERAH"",""KABUPATEN BADUNG"",""22"",""2013"",""PENYELENGGARAAN KEARSIPAN"","""","""","""",""Berlaku"",""https://peraturan.go.id/files/PERDA_Kabupaten_Badung_Nomor_22+TAHUN+2013_Tahun_2013_11e6c5b0fa2c1940b203313330343138.pdf"",""928"",""5"","""","""",""22"","""","""""																									
"Peraturan Menteri Komunikasi dan Informatika Nomor 13 Tahun 2012,""PERATURAN MENTERI"",""KEMENTERIAN KOMUNIKASI DAN INFORMATIKA"",""13"",""2012"",""KLASIFIKASI ARSIP KEMENTERIAN KOMUNIKASI DAN INFORMATIKA"",""Jakarta"",""07 Mei 2012"","""",""Berlaku"",""https://peraturan.go.id/files/bn523-2012.pdf"",""5713"",""153"",""2012"",""523"",""13"",""14 Mei 2012"","""""																									
"Peraturan Menteri Kesehatan Nomor 30 Tahun 2012,""PERATURAN MENTERI"",""KEMENTERIAN KESEHATAN"",""30"",""2012"",""JADWAL RETENSI ARSIP SUBSTANTIF DAN FASILITATIF NON KEUANGAN DAN NON KEPEGAWAIAN DI LINGKUNGAN KEMENTERIAN KESEHATAN"",""Jakarta"",""18 Juni 2012"","""",""Berlaku"",""https://peraturan.go.id/files/bn691-2012.pdf"",""2927"",""247"",""2012"",""691"",""30"",""06 Juli 2012"","""""																									
"Peraturan Menteri Dalam Negeri Nomor 78 Tahun 2012,""PERATURAN MENTERI"",""KEMENTERIAN DALAM NEGERI"",""78"",""2012"",""TATA KEARSIPAN DI LINGKUNGAN KEMENTERIAN DALAM NEGERI  DAN PEMERINTAH DAERAH"",""Jakarta"",""18 Desember 2012"","""",""Berlaku"",""https://peraturan.go.id/files/bn1282-2012.pdf"",""9917"",""1723"",""2012"",""1282"",""78"",""19 Desember 2012"","""""																									
"Peraturan Menteri Negara Perumahan Rakyat Nomor 30 Tahun 2012,""PERATURAN MENTERI"",""KEMENTERIAN NEGARA PERUMAHAN RAKYAT"",""30"",""2012"",""JADWAL RETENSI ARSIP KEMENTERIAN PERUMAHAN RAKYAT"",""Jakarta"",""19 Oktober 2012"","""",""Berlaku"",""https://peraturan.go.id/files/bn1082-2012.pdf"",""2115"",""151"",""2012"",""1082"",""30"",""01 November 2012"","""""																									
"Peraturan Menteri Negara Perumahan Rakyat Nomor 31 Tahun 2012,""PERATURAN MENTERI"",""KEMENTERIAN NEGARA PERUMAHAN RAKYAT"",""31"",""2012"",""PEDOMAN PENYUSUTAN ARSIP KEMENTERIAN PERUMAHAN RAKYAT"",""Jakarta"",""19 Oktober 2012"","""",""Berlaku"",""https://peraturan.go.id/files/bn1083-2012.pdf"",""332"",""240"",""2012"",""1083"",""31"",""01 November 2012"","""""																									
"Peraturan Menteri Pariwisata dan Ekonomi Kreatif Nomor PM.134/UM.001/MPEK/2012 Tahun 2012,""PERATURAN MENTERI"",""KEMENTERIAN PARIWISATA DAN EKONOMI KREATIF"",""PM.134/UM.001/MPEK/2012"",""2012"",""JADWAL RETENSI ARSIP FASILITATIF NON KEUANGAN DAN NON KEPEGAWAIAN DI LINGKUNGAN KEMENTERIAN PARIWISATA DAN EKONOMI KREATIF"",""Jakarta"",""22 November 2012"","""",""Tidak Berlaku Dicabut Oleh :Peraturan Menteri Pariwisata Nomor 15 Tahun 2019 Tentang Jadwal Retensi Arsip di Lingkungan Kementerian Pariwisata"",""https://peraturan.go.id/files/bn1269-2012.pdf"",""2233"",""120"",""2012"",""1269"",""PM.134/UM.001/MPEK/2012"",""18 Desember 2012"","""""																									
"Peraturan Menteri Pendidikan dan Kebudayaan Nomor 60 Tahun 2012,""PERATURAN MENTERI"",""KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN"",""60"",""2012"",""PENGELOLAAN ARSIP DAN DOKUMENTASI SERTA INFORMASI PUBLIK DI LINGKUNGAN KEMENTERIAN PENDIDIKAN DAN KEBUDAYAAN"",""Jakarta"",""03 September 2012"","""",""Berlaku"",""https://peraturan.go.id/files/bn894-2012.pdf"",""9261"",""153"",""2012"",""894"",""60"",""06 September 2012"","""""																									
"Peraturan Menteri Pertahanan Nomor 5 Tahun 2012,""PERATURAN MENTERI"",""KEMENTERIAN PERTAHANAN"",""5"",""2012"",""PEDOMAN PENYUSUTAN ARSIP KEMENTERIAN PERTAHANAN DAN TENTARA NASIONAL INDONESIA"",""Jakarta"",""25 Januari 2012"","""",""Berlaku"",""https://peraturan.go.id/files/bn188-2012.pdf"",""816"",""150"",""2012"",""188"",""5"",""08 Agustus 2012"","""""																									
"Peraturan Menteri Koordinator Bidang Kesejahteraan Rakyat Nomor 1 Tahun 2012,""PERATURAN MENTERI"",""KEMENTERIAN KOORDINATOR BIDANG KESEJAHTERAAN RAKYAT"",""1"",""2012"",""PEDOMAN PEMBERKASAN ARSIP AKTIF KEMENTERIAN KOORDINATOR BIDANG KESEJAHTERAAN RAKYAT"",""Jakarta"",""02 Februari 2012"","""",""Berlaku"",""https://peraturan.go.id/files/bn498-2012.pdf"",""9373"",""351"",""2012"",""498"",""1"",""08 Mei 2012"","""""																									
"Peraturan Menteri Koordinator Bidang Kesejahteraan Rakyat Nomor 2 Tahun 2012,""PERATURAN MENTERI"",""KEMENTERIAN KOORDINATOR BIDANG KESEJAHTERAAN RAKYAT"",""2"",""2012"",""JADWAL RETENSI ARSIP FASILITATIF NON KEUANGAN DAN NON KEPEGAWAIAN KEMENTERIAN KOORDINATOR BIDANG KESEJAHTERAAN RAKYAT"",""Jakarta"",""26 Desember 2012"","""",""Berlaku"",""https://peraturan.go.id/files/bn1369-2012.pdf"",""8150"",""346"",""2012"",""1369"",""2"",""28 Desember 2012"","""""																									
